Subspace,Breackdown,Breackdown Top 1 Value,Measure,Predicted Measure,Error,Sig,Impact
Toyota;hatch;*,Year,2013,118400.0,955612.8891375224,-837212.8891375224,0.541165519482824,0.007242284335774399
Renault;sedan;*,Year,2012,63189.0,363894.7087345586,-300705.7087345586,0.5455815987132496,0.00512212247414787
Renault;van;*,Year,2012,408594.0,1278368.7634506929,-869774.7634506929,0.5408973281421305,0.0183179764751198
Renault;crossover;*,Year,2016,126593.41000000002,100772.56408835508,25820.845911644938,0.5482665726203937,0.0032466867093799605
Renault;vagon;*,Year,2012,212625.0,1101772.0218252148,-889147.0218252148,0.5407377623961003,0.011170773574591161
Renault;other;*,Year,2012,102788.0,358369.5462922005,-255581.5462922005,0.5459527741190073,0.003627285297345907
Renault;hatch;*,Year,2012,57800.0,213555.1713933516,-155755.1713933516,0.5467737675360848,0.003730724661338449
Volkswagen;sedan;*,Year,2012,576821.0,8247071.149086228,-7670250.149086228,0.48466374677108104,0.04074849654500492
Volkswagen;van;*,Year,2013,584022.0,-1,584023.0,0.552851401156595,0.03965444739886157
Volkswagen;crossover;*,Year,2015,451900.0,4054689.2995339725,-3602789.2995339725,0.5183328769768327,0.031034876412489337
Volkswagen;vagon;*,Year,2011,217479.0,690830.3139759559,-473351.31397595594,0.5441611122874119,0.011116967557218716
Volkswagen;other;*,Year,2012,200398.0,2073727.6788595612,-1873329.6788595612,0.5326231521765451,0.013359333645896436
Volkswagen;hatch;*,Year,2013,115695.0,799811.3297506142,-684116.3297506142,0.5424262248291873,0.011155995905570556
Mitsubishi;sedan;*,Year,2008,254699.0,1710445.3653955646,-1455746.3653955646,0.5360679906175106,0.012098733691163318
Mitsubishi;van;*,Year,2008,21199.0,-1,21200.0,0.5482285912699004,0.0005429420491854589
Mitsubishi;crossover;*,Year,2008,688696.0,3442843.662833125,-2754147.662833125,0.5253491700684634,0.026725650126043655
Mitsubishi;vagon;*,Year,2006,27100.0,76218.40295876363,-49118.40295876363,0.547650550204665,0.0007601706986800071
Mitsubishi;other;*,Year,2016,58342.2,244189.06634188333,-185846.86634188332,0.5465263078984134,0.0037807533954453275
Mitsubishi;hatch;*,Year,2006,17099.0,27152.651330642442,-10053.651330642442,0.5479716882298791,0.0011160101814578101
BMW;*;1991,Body,sedan,32299.0,-1,32300.0,0.5483198277145139,0.00039858365903677837
BMW;*;1999,Body,sedan,108048.0,39338.487036260674,68709.51296373933,0.5486190777482075,0.001451210289340446
BMW;*;2003,Body,sedan,164397.0,945002.3190247345,-780605.3190247345,0.5416317151783026,0.0028080286034503177
BMW;*;2007,Body,crossover,284499.0,1876954.239668262,-1592455.239668262,0.5349405006896328,0.009145470526791492
BMW;*;2011,Body,sedan,763498.0,16310194.418234924,-15546696.418234924,0.4199856024191116,0.02011827541313557
BMW;*;2016,Body,crossover,2530901.0,5561022.065691877,-3030121.065691877,0.5230682683474129,0.039941148616168425
BMW;*;1997,Body,sedan,119950.0,19045.01934240546,100904.98065759454,0.5488836695048898,0.0018380828770615208
BMW;*;2006,Body,crossover,193299.0,548088.6817342503,-354789.6817342503,0.5451366706527636,0.004399339833409499
BMW;*;2012,Body,sedan,454997.0,1927685.3511322401,-1472688.3511322401,0.5359282791739389,0.016799303504358192
BMW;*;1994,Body,sedan,30350.0,5361.391625471053,24988.608374528947,0.5482597320211803,0.0004954684018182189
BMW;*;2008,Body,crossover,497498.0,1138026.5320108964,-640528.5320108964,0.5427850800847726,0.01111158540058686
BMW;*;2001,Body,sedan,263244.0,167125.39702460295,96118.60297539705,0.548844335026736,0.003448336672320602
BMW;*;2013,Body,sedan,595099.0,3712236.0005562985,-3117137.0005562985,0.5223489271681434,0.014035996631622425
BMW;*;1998,Body,sedan,131097.0,176858.0569708205,-45761.0569708205,0.5476781510306775,0.0019694961525524852
BMW;*;2010,Body,crossover,392200.0,3347742.229013193,-2955542.229013193,0.5236847351053642,0.009537933330851884
BMW;*;1989,Body,sedan,9800.0,-1,9801.0,0.5481348945438018,0.00012093624751727384
BMW;*;2009,Body,crossover,286700.0,-1,286701.0,0.5504101675307184,0.004833735430231495
BMW;*;1996,Body,sedan,73887.0,-1,73888.0,0.5486616375280251,0.0009117976041131442
BMW;*;2014,Body,sedan,700019.0,9377355.354713025,-8677336.354713025,0.4763349936931417,0.017349365983627064
BMW;*;2000,Body,sedan,177195.0,30559.72717626064,146635.27282373936,0.5492594570410041,0.0025757199443163705
BMW;*;2004,Body,sedan,206448.0,1993325.046040426,-1786877.046040426,0.5333365492391008,0.005059429617052252
BMW;*;1987,Body,sedan,2800.0,-1,2801.0,0.5480773550900249,3.455321357636396e-05
BMW;*;1990,Body,sedan,23149.0,-1,23150.0,0.5482446194785334,0.00028566869324258903
BMW;*;2005,Body,sedan,212766.0,1670004.9785618975,-1457238.9785618975,0.5360556820179875,0.005328179576075843
BMW;*;1995,Body,sedan,62289.0,17972.261334421662,44316.738665578334,0.548418596415033,0.0009513116719244004
BMW;*;2002,Body,sedan,161699.0,289391.2314144453,-127692.23141444533,0.5470045273034939,0.0031540543565507623
BMW;*;2015,Body,crossover,764799.0,2073052.8036761577,-1308253.8036761577,0.5372840926804153,0.014768993695911305
BMW;*;1992,Body,sedan,21100.0,-1,21101.0,0.5482277775279805,0.0002603831451647427
BMW;*;1988,Body,sedan,21648.0,-1,21649.0,0.5482322818746509,0.0002671457026789739
BMW;*;1986,Body,sedan,3950.0,-1,3951.0,0.5480868080696485,4.874471200951344e-05
BMW;*;1985,Body,sedan,10200.0,-1,10201.0,0.5481381824820608,0.00017893628459188476
BMW;*;1993,Body,sedan,39800.0,-1,39801.0,0.5483814807356368,0.0005466812005117583
BMW;*;1983,Body,other,3700.0,-1,3701.0,0.5480847530763971,4.565960365448094e-05
Mercedes-Benz;*;1991,Body,sedan,18200.0,-1,18201.0,0.5482039405535644,0.00028012783863695065
Mercedes-Benz;*;1999,Body,van,65300.0,369873.41189328715,-304573.41189328715,0.5455497824977625,0.002056520889031242
Mercedes-Benz;*;2003,Body,sedan,229899.0,474764.21011081163,-244865.21011081163,0.5460409170267841,0.0050620334485038995
Mercedes-Benz;*;2007,Body,sedan,530300.0,2719982.8326815525,-2189682.8326815525,0.5300117666082778,0.016035319611751364
Mercedes-Benz;*;2011,Body,sedan,1736555.0,1490710.5072970535,245844.49270294653,0.550074554097266,0.02775881774390879
Mercedes-Benz;*;2016,Body,crossover,5314413.0,29555623.929642424,-24241210.929642424,0.35108673088937026,0.09728931155068606
Mercedes-Benz;*;1997,Body,sedan,99498.0,40825.018164892084,58672.981835107916,0.5485365901818803,0.0017301040846353837
Mercedes-Benz;*;2006,Body,sedan,285555.0,550485.186771157,-264930.18677115696,0.5458758787928928,0.006708271947616079
Mercedes-Benz;*;2012,Body,sedan,681675.0,2865339.863825106,-2183664.863825106,0.5300614552586792,0.01836840195416114
Mercedes-Benz;*;1994,Body,sedan,48500.0,-1,48501.0,0.5484529872440385,0.0005985110208763043
Mercedes-Benz;*;2008,Body,crossover,608000.0,7809853.585625197,-7201853.585625197,0.48853995865590505,0.020642780854791355
Mercedes-Benz;*;2001,Body,sedan,162198.0,780298.6162998097,-618100.6162998097,0.5429697139545508,0.003941077838352972
Mercedes-Benz;*;2013,Body,crossover,1463599.0,2933560.0165863736,-1469961.0165863736,0.5359507703346027,0.029326336618233962
Mercedes-Benz;*;1998,Body,sedan,49090.0,79013.57885477107,-29923.57885477107,0.5478083482283531,0.0014375247486775218
Mercedes-Benz;*;2010,Body,sedan,552099.0,878887.486130347,-326788.486130347,0.5453670328327748,0.012826498411682064
Mercedes-Benz;*;1989,Body,sedan,5250.0,-1,5251.0,0.5480974940137856,6.478727545568242e-05
Mercedes-Benz;*;2009,Body,crossover,258300.0,652518.3878337273,-394218.3878337273,0.544812270116418,0.00721050290694853
Mercedes-Benz;*;1996,Body,sedan,43977.0,36745.88195798298,7231.11804201702,0.5481137704320393,0.0010992487877649186
Mercedes-Benz;*;2014,Body,sedan,1172549.0,3823877.9038387183,-2651328.9038387183,0.5261987518577126,0.025341129389970605
Mercedes-Benz;*;2000,Body,sedan,186546.0,604212.3256848156,-417666.32568481565,0.5446193375138552,0.003911226329909678
Mercedes-Benz;*;2004,Body,sedan,197600.0,639868.4705916969,-442268.4705916969,0.5444168966366125,0.0053088421169064995
Mercedes-Benz;*;1987,Body,sedan,4100.0,-1,4101.0,0.548088041064981,8.14468605728579e-05
Mercedes-Benz;*;1990,Body,sedan,3900.0,-1,3901.0,0.5480863970711013,4.812769033850694e-05
Mercedes-Benz;*;2005,Body,sedan,149800.0,976886.9552090443,-827086.9552090443,0.5412489165133221,0.005727158128982065
Mercedes-Benz;*;1995,Body,sedan,51948.0,6145.733841334808,45802.266158665196,0.5484308061438367,0.0007428694110249848
Mercedes-Benz;*;2002,Body,sedan,91349.0,731442.2274766124,-640093.2274766124,0.5427886637407711,0.003233798237311642
Mercedes-Benz;*;2015,Body,sedan,927005.0,1412527.4501150725,-485522.45011507254,0.5440609495934438,0.02340891368678033
Mercedes-Benz;*;1992,Body,sedan,19900.0,-1,19901.0,0.5482179139734429,0.00026223421017776215
Mercedes-Benz;*;1988,Body,sedan,10900.0,-1,10901.0,0.548143936366069,0.0001604256344616898
Mercedes-Benz;*;1986,Body,sedan,5200.0,-1,5201.0,0.5480970830165784,6.417025378467592e-05
Mercedes-Benz;*;1980,Body,other,7777.0,-1,7778.0,0.5481182657454884,9.597155070835089e-05
Mercedes-Benz;*;1979,Body,sedan,4940.0,-1,4941.0,0.5480949458302705,6.096174109544212e-05
Mercedes-Benz;*;1985,Body,sedan,16350.0,-1,16351.0,0.5481887341170174,0.00020176608641912525
Mercedes-Benz;*;1993,Body,sedan,13900.0,-1,13901.0,0.5481685957544011,0.00017153202453980677
Mercedes-Benz;*;1969,Body,sedan,34999.0,-1,35000.0,0.5483420199774952,0.0004319028292711293
Mercedes-Benz;*;1978,Body,sedan,7800.0,-1,7801.0,0.5481184548029877,9.625538067701388e-05
Mercedes-Benz;*;1983,Body,sedan,2400.0,-1,2401.0,0.5480740670907227,2.9617040208311962e-05
Audi;*;1991,Body,sedan,16449.0,-1,16450.0,0.5481895478686558,0.0002029877893277181
Audi;*;1999,Body,sedan,49500.0,428497.64758927334,-378997.64758927334,0.5449375026408155,0.0011136994352998909
Audi;*;2003,Body,vagon,110398.0,1328594.2797392707,-1218196.2797392707,0.5380264621940744,0.002591429316060196
Audi;*;2007,Body,crossover,306799.0,1304932.3423111045,-998133.3423111045,0.5398399404351466,0.00794636295179088
Audi;*;2011,Body,sedan,213399.0,381248.84786152176,-167849.84786152176,0.5466743089068417,0.007723840256359097
Audi;*;2016,Body,crossover,350275.25,-1,350276.25,0.5509323309800089,0.007823793447910453
Audi;*;1997,Body,sedan,37550.0,20937.686245213088,16612.313754786912,0.5481908820407821,0.0006373833861497137
Audi;*;2006,Body,sedan,133549.0,311084.5969684911,-177535.5969684911,0.5465946575933872,0.00320418119710333
Audi;*;2012,Body,sedan,446000.0,977189.5190816566,-531189.5190816566,0.5436851063013218,0.009080695591769229
Audi;*;1994,Body,sedan,9100.0,-1,9101.0,0.5481291406439044,0.00012895752924035834
Audi;*;2008,Body,sedan,187400.0,1087165.5847118883,-899765.5847118883,0.5406502964511327,0.005519826507090462
Audi;*;2001,Body,sedan,50250.0,216744.7422674484,-166494.7422674484,0.5466854525457852,0.0011242134845738415
Audi;*;2013,Body,crossover,621000.0,2134103.626363265,-1513103.6263632649,0.5355949782791891,0.012829719264804718
Audi;*;1998,Body,sedan,50500.0,65180.13315750328,-14680.133157503282,0.5479336571319579,0.0009063924942751272
Audi;*;2010,Body,crossover,274900.0,519310.3952409157,-244410.3952409157,0.5460446578732109,0.009477317121892207
Audi;*;1989,Body,sedan,10500.0,-1,10501.0,0.5481406484335882,0.00012957455091136484
Audi;*;2009,Body,sedan,198395.0,95858.52992908747,102536.47007091253,0.5488970769841988,0.004426451765633525
Audi;*;1996,Body,sedan,43299.0,-1,43300.0,0.5484102396914778,0.0007465838814844439
Audi;*;2014,Body,crossover,436097.0,214143.09545649117,221953.90454350883,0.5498782896213424,0.009431756241705086
Audi;*;2000,Body,sedan,52106.85,417524.7476438607,-365417.8976438607,0.5450492297296325,0.0012982734468997622
Audi;*;2004,Body,sedan,85049.0,808948.1063830061,-723899.1063830061,0.5420986658412676,0.0019337088956341082
Audi;*;1987,Body,sedan,10861.0,-1,10862.0,0.5481436157927974,0.00013402944737603176
Audi;*;1990,Body,other,3500.0,-1,3501.0,0.5480831090808683,8.638303394090989e-05
Audi;*;2005,Body,sedan,81950.0,171485.8600224149,-89535.86002241491,0.5473182592368848,0.0018763629015307642
Audi;*;1995,Body,sedan,17350.0,-1,17351.0,0.5481969538212291,0.00021410651983925523
Audi;*;2002,Body,sedan,44538.0,195918.28279049403,-151380.28279049403,0.5468097430075489,0.0013171808419644142
Audi;*;2015,Body,crossover,323886.0,1292408.126344859,-968522.1263448589,0.5400838959288857,0.008285860615612076
Audi;*;1992,Body,sedan,22200.0,-1,22201.0,0.548236819093487,0.00027395762192688566
Audi;*;1988,Body,sedan,9350.0,-1,9351.0,0.5481311956093141,0.00011538305247821535
